channel_id,video_id,title,published_text,length_seconds,views,is_live,description_snippet,is_commercial,has_emotional_title,emotional_score,commercial_binary,child_protagonist,privacy_score,clickbait_score,content_type,title_length,word_count,caps_ratio,caps_word_count,exclamation_count,question_count,has_ellipsis,special_char_ratio,emoji_count,sentiment_compound,has_challenge,has_prank,has_surprise,num_faces,max_face_ratio,has_open_mouth,brightness,saturation,colorfulness,has_text_overlay
UCvlE5gTbOvjiolFlEm-c_Ow,QUN4f-EgwaE,"Mike, Alice and Nicole Funny Escape Adventure for kids",2 months ago,1197,7484709.0,False,,False,False,,,,,,,54,9,0.1333333333333333,0,0,0,False,0.0185185185185185,0,0.7096,False,False,False,0,0.0,False,219.42019205729167,97.6092556423611,97.39784795028038,False
UCvlE5gTbOvjiolFlEm-c_Ow,ejGg-c6ykj4,Sharing is Caring: Chris and Mike’s Playroom Adventure,2 months ago,1093,26131754.0,False,,False,False,,,,,,,54,8,0.1333333333333333,0,0,0,False,0.037037037037037,0,0.8074,False,False,False,2,0.0355479600694444,False,187.64441731770836,136.43567925347222,119.8979236247318,False
UCvlE5gTbOvjiolFlEm-c_Ow,WChHF6bpuUs,Five Little Mikes play hide and seek with Uncle,2 months ago,1168,13838343.0,False,,False,False,,,,,,,47,9,0.1025641025641025,0,0,0,False,0.0,0,0.1742,False,False,False,6,0.0970062934027777,True,210.7963671875,79.94317708333334,85.59114187833524,False
UCvlE5gTbOvjiolFlEm-c_Ow,3LvL03U9F8I,Giant Dinosaurs in the House – Funny stories for kids,2 months ago,1982,8835128.0,False,,False,False,,,,,,,53,10,0.0930232558139534,0,0,0,False,0.0188679245283018,0,0.4404,False,False,False,1,0.0416840277777777,False,211.99388888888888,107.12845160590278,99.1763408914453,False
UCvlE5gTbOvjiolFlEm-c_Ow,A9gcIpnsZlw,Mike and Lea get a Surprise for $1,2 months ago,1133,5580337.0,False,,False,True,,,,,,,34,8,0.12,0,0,0,False,0.0294117647058823,0,0.2732,False,False,True,1,0.095712890625,False,216.22566840277776,118.91107964409724,112.22277898582396,False
UCvlE5gTbOvjiolFlEm-c_Ow,othDdo-VnXc,Blockworld Survival with Chris and Michael,3 months ago,1290,29384102.0,False,,False,False,,,,,,,42,6,0.1081081081081081,0,0,0,False,0.0,0,0.0,False,False,False,0,0.0,False,199.57776692708333,81.5711935763889,76.23162979525318,False
UCvlE5gTbOvjiolFlEm-c_Ow,X7Y53AFtGZQ,Best Cardboard Adventures for kids,3 months ago,4018,17955729.0,False,,False,False,,,,,,,34,5,0.1,0,0,0,False,0.0,0,0.765,False,False,False,1,0.0460460069444444,True,201.556279296875,136.184267578125,110.45918685830368,False
UCvlE5gTbOvjiolFlEm-c_Ow,cqTR56kupLw,Mike teaches Uncle to choose healthy food and stay fit,3 months ago,1225,5288139.0,False,,False,False,,,,,,,54,10,0.0444444444444444,0,0,0,False,0.0,0,0.6369,False,False,False,2,0.0744835069444444,True,222.3328092447917,142.2155859375,133.32998470906725,False
UCvlE5gTbOvjiolFlEm-c_Ow,cdlEJ5vnB2M,Mike teaches Uncle not to cheat and tell truth,3 months ago,1196,13709101.0,False,,False,False,,,,,,,46,9,0.0526315789473684,0,0,0,False,0.0,0,0.5831,False,False,False,2,0.099619140625,False,214.3084353298611,126.86984917534724,121.55075759454924,False
UCvlE5gTbOvjiolFlEm-c_Ow,8hhU-jyUxCo,Big Fun Adventure Collection with Chris and friends,3 months ago,1982,9591407.0,False,,False,False,,,,,,,51,8,0.1136363636363636,0,0,0,False,0.0,0,0.8271,False,False,False,2,0.0483083767361111,False,202.61140950520837,112.46473958333333,96.56012729789845,False
UCvlE5gTbOvjiolFlEm-c_Ow,Wz--wtGlJtM,Mike becomes a pilot and saves his friends   best stories for kids,3 months ago,1260,16879025.0,False,,False,False,,,,,,,66,12,0.0188679245283018,0,0,0,False,0.0,0,0.8074,False,False,False,3,0.1493500434027777,True,199.87577256944445,131.86935112847223,107.10108460970274,False
