video_id,num_faces,num_smiles,smile_ratio,saturation,brightness,color_std,red_ratio,yellow_ratio,edge_density,face_area_ratio
TOsZ0kF84Tc,1,0,0.0,79.3,140.4,93.2,0.1061,0.0163,0.057,0.0688
mNoo5RMv8do,1,0,0.0,89.4,240.3,63.7,0.1552,0.0342,0.0549,0.0363
qH8dcQx_zW4,2,0,0.0,48.2,219.6,61.7,0.0927,0.0117,0.0349,0.0679
yOX6e1FVxN8,7,1,0.143,94.9,167.7,72.2,0.0941,0.068,0.0725,0.0512
dxexExNzmM0,5,0,0.0,133.7,167.0,75.7,0.1912,0.0512,0.2224,0.1939
uC_xpl6sLYQ,5,0,0.0,66.4,200.8,90.3,0.1974,0.0143,0.0758,0.0623
BOoATrUlI0o,4,0,0.0,132.0,184.2,83.4,0.114,0.0129,0.1211,0.0425
iRedtYQhfc4,3,0,0.0,77.3,208.0,68.3,0.1201,0.0212,0.0578,0.1703
ikhjoa64ejc,2,0,0.0,64.2,149.3,91.7,0.0243,0.1131,0.1352,0.0397
Cuu27XZUep0,0,0,0,91.5,123.8,79.8,0.0522,0.0097,0.107,0
jZgvEfkebpw,5,0,0.0,98.0,176.0,83.5,0.2447,0.0,0.1031,0.1196
gJhtTjLHqmA,2,0,0.0,132.2,149.2,83.2,0.1702,0.0162,0.1587,0.0328
N6nl59p4Yys,1,0,0.0,128.8,208.1,92.4,0.3715,0.0593,0.0822,0.0367
CefMPGbEkxA,3,0,0.0,120.1,214.3,84.0,0.1029,0.0362,0.1161,0.0393
S0NXQp6HBVw,0,0,0,78.1,234.4,67.1,0.1341,0.0269,0.0639,0
7MZaxkt5t1s,2,0,0.0,109.4,137.8,76.9,0.0984,0.2606,0.0583,0.0249
Zo6iQwYshmc,4,0,0.0,89.9,212.2,73.6,0.0409,0.157,0.0557,0.038
sWjvkfJ_QC8,2,0,0.0,142.7,180.2,85.3,0.1434,0.3097,0.0533,0.029
wZ4zZ59qDjg,6,0,0.0,169.4,209.0,81.4,0.0925,0.285,0.1335,0.0849
ehDKw1t0Tr4,0,0,0,83.2,193.8,71.5,0.0365,0.0472,0.1288,0
ZpWULcg1MnQ,4,0,0.0,60.1,191.6,61.8,0.0421,0.0,0.0434,0.2608
KsS3-WEaaGA,4,0,0.0,68.8,210.4,85.2,0.1101,0.0099,0.073,0.1122
sjzaavgIm5U,1,0,0.0,93.0,206.9,67.9,0.1254,0.0091,0.0517,0.0502
6lLGH77bVF8,2,0,0.0,113.8,211.0,88.5,0.2678,0.0497,0.0587,0.0432
S5v8FxsKxH0,2,0,0.0,58.2,236.4,51.8,0.0566,0.0358,0.0337,0.1888
MhjaBVOvmIs,1,0,0.0,122.4,237.5,73.0,0.0489,0.1504,0.1255,0.0189
JH8avjySfdg,1,0,0.0,89.0,185.5,78.1,0.2888,0.0007,0.0318,0.0502
m9K12-AhuzQ,1,1,1.0,103.1,206.4,90.4,0.3505,0.0531,0.1089,0.1329
jstxIgex15k,3,0,0.0,88.4,210.0,78.5,0.0933,0.0463,0.0819,0.012
81V2tE8ds4Y,5,0,0.0,135.5,206.1,86.2,0.3362,0.0511,0.0765,0.0889
-ScJkCVeN2g,2,0,0.0,101.7,215.7,86.7,0.2897,0.0199,0.0766,0.1849
QknT67Jjzsg,8,1,0.125,88.4,190.9,89.4,0.1419,0.0284,0.0962,0.3235
RQQ_nWqwKF0,3,0,0.0,220.4,231.1,106.2,0.0574,0.3219,0.0567,0.0351
son6wI2pK1A,2,0,0.0,71.3,220.6,62.8,0.0854,0.0124,0.0368,0.0607
jTivyHnwi9k,2,0,0.0,69.6,173.9,75.3,0.0912,0.0002,0.0571,0.2308
uKUBGGRwg4M,1,0,0.0,67.4,161.9,58.4,0.0036,0.2038,0.0405,0.0046
ub77_xg3jWE,4,0,0.0,82.2,176.1,87.0,0.2081,0.0038,0.079,0.1355
WF26iasvUlQ,4,2,0.5,74.4,190.4,94.6,0.1585,0.0584,0.0731,0.1128
NpaaLfCQWO0,1,0,0.0,98.8,207.3,74.5,0.1119,0.0186,0.0797,0.0314
1LV6dBq1gmU,5,0,0.0,210.1,200.7,99.0,0.0268,0.2673,0.0689,0.059
iVvDJhtEmLw,3,0,0.0,89.0,202.4,80.1,0.1877,0.0141,0.0357,0.1302
_kNs66ZmwmM,1,0,0.0,107.6,152.5,100.7,0.0491,0.0213,0.0421,0.2616
nDRgPBIfFi0,0,0,0,127.5,234.5,86.5,0.4923,0.024,0.0605,0
xp07_Z2GAJc,2,0,0.0,98.7,188.0,95.0,0.0667,0.0393,0.0302,0.1827
87B0FHbiL3k,1,0,0.0,45.5,220.1,53.7,0.0104,0.0173,0.0306,0.0075
XrMKFPhOSq4,4,0,0.0,125.2,191.2,78.1,0.226,0.0452,0.0947,0.1203
Niinb59QTLI,5,0,0.0,129.7,239.4,81.5,0.079,0.2105,0.0592,0.0484
6OlstIZ1Teg,1,0,0.0,67.2,206.8,81.3,0.054,0.0049,0.0444,0.1139
y3wVvfnF7FY,3,1,0.333,113.2,198.1,79.7,0.1612,0.0122,0.0774,0.2009
ZCaPyagzinU,6,0,0.0,129.2,137.7,72.4,0.081,0.1353,0.0498,0.0662
6oiDHHJ6H1k,1,0,0.0,63.9,174.3,78.6,0.0611,0.0007,0.024,0.0809
X1S5Q32dnmo,4,0,0.0,54.0,156.7,86.3,0.1191,0.0021,0.0305,0.0756
YZgM_sXcVAc,6,1,0.167,120.8,157.3,75.9,0.1548,0.1181,0.1158,0.0929
CKRHJYvkkac,4,0,0.0,114.0,212.4,79.5,0.053,0.1169,0.06,0.0568
ligjhBcCgPw,4,0,0.0,132.5,144.5,68.8,0.1096,0.0876,0.1013,0.1419
mh_vdPGjml8,10,0,0.0,156.1,174.7,88.2,0.1291,0.0699,0.0728,0.1159
E12rp3pGq7A,2,0,0.0,81.9,153.6,69.1,0.1211,0.03,0.0498,0.0717
kdqbVhu0B6Y,1,0,0.0,137.7,177.5,82.6,0.1179,0.0687,0.0725,0.0039
a57NCpj5To8,3,0,0.0,90.0,157.8,71.1,0.0604,0.0642,0.072,0.011
XJyov53JfWA,7,0,0.0,86.8,195.7,79.0,0.0751,0.0394,0.0541,0.0568
N3Gv9R8YSvc,3,1,0.333,132.3,185.8,78.2,0.106,0.1125,0.0832,0.0885
YUuQ3FZQ6TE,6,0,0.0,93.8,192.1,71.6,0.089,0.0909,0.154,0.0715
V9CsoyHAaNU,1,0,0.0,51.1,214.3,64.0,0.0305,0.0329,0.0523,0.0564
PRfSg_ZlU78,8,0,0.0,102.0,194.2,75.6,0.3869,0.0017,0.0857,0.0957
j0DAkfdg7vI,2,0,0.0,67.7,178.0,83.9,0.1913,0.0118,0.1051,0.0501
R-lwCsbyJNY,5,0,0.0,80.5,198.0,73.9,0.0707,0.172,0.0541,0.0654
R0uu5tXUUoU,4,3,0.75,117.7,176.1,90.1,0.1699,0.1227,0.0831,0.1794
nu6DDeqB4eo,3,0,0.0,54.9,204.2,56.5,0.0985,0.0084,0.0553,0.0893
n7d2muTiwG8,6,0,0.0,102.6,150.3,74.0,0.055,0.0441,0.09,0.0701
hJXEdzDwolo,6,1,0.167,89.1,180.1,75.3,0.1682,0.062,0.0608,0.0917
6aLmPpFBEkk,1,0,0.0,73.0,172.3,71.0,0.0566,0.0589,0.1203,0.0038
hCUMSfuzPos,1,0,0.0,65.7,191.2,72.2,0.0989,0.063,0.0504,0.0797
UkmwELCjwpI,2,0,0.0,76.6,145.0,74.1,0.1047,0.0813,0.0742,0.121
5tNZbGFCLac,5,1,0.2,85.9,205.4,75.0,0.0544,0.0102,0.2101,0.2
1QayJ22nDVk,3,2,0.667,108.0,192.8,74.9,0.1076,0.0796,0.0677,0.1473
YgbMytpPRmw,9,0,0.0,90.1,194.2,84.1,0.0934,0.0188,0.105,0.1283
4od9GxVZKsw,2,1,0.5,73.6,195.0,75.2,0.2467,0.0106,0.091,0.0834
GM7M4a2Zsbk,3,0,0.0,64.8,171.8,74.0,0.0268,0.0338,0.071,0.0411
kczLm-nqTbw,4,0,0.0,137.5,163.5,80.7,0.3581,0.0147,0.0702,0.1312
P96uP6noZX0,4,1,0.25,88.6,186.1,81.2,0.1403,0.0278,0.0813,0.1429
nmehklVCEos,2,0,0.0,111.0,195.3,85.9,0.1353,0.079,0.0703,0.0452
D8MW8IGNkJk,2,0,0.0,59.9,197.6,77.4,0.0772,0.0575,0.0719,0.0636
NQoqY6uATek,10,0,0.0,108.7,189.7,71.7,0.0703,0.1216,0.1669,0.098
lWMtA8KvCgU,3,0,0.0,70.8,186.7,80.3,0.0527,0.0268,0.0427,0.0708
qeChecAFbmQ,4,0,0.0,131.7,219.3,85.3,0.1675,0.0153,0.1006,0.0206
1RZcE4hxhCo,4,0,0.0,72.1,178.3,66.3,0.0621,0.0039,0.0368,0.0984
bc9eVDB3qKc,3,0,0.0,82.5,164.2,76.2,0.053,0.0381,0.0763,0.0522
f87wpHN_tQo,3,0,0.0,72.5,193.0,65.6,0.0279,0.0088,0.0974,0.0305
3DGSKsEM8Yw,7,0,0.0,155.1,187.2,76.9,0.1499,0.0577,0.0891,0.1004
phlvEVS00GE,3,0,0.0,109.3,134.4,68.6,0.0521,0.1926,0.2457,0.0471
U3e_cCCqBtU,6,1,0.167,100.6,180.1,70.2,0.1602,0.0399,0.0819,0.1437
nVbqIsnv5-o,9,0,0.0,143.0,213.4,78.4,0.11,0.0295,0.0988,0.1443
pr6ZmLHpN30,4,1,0.25,138.3,158.4,81.4,0.0481,0.0565,0.0643,0.0472
YIpPrbuelt0,1,1,1.0,81.4,155.2,86.4,0.281,0.0248,0.0905,0.1667
HY8RSKw1qzU,3,0,0.0,123.0,201.5,71.0,0.0895,0.0433,0.1013,0.0433
d_e9wZTgHzw,3,0,0.0,80.1,195.2,73.9,0.076,0.0691,0.0876,0.0965
MPGZqmwLr7A,4,0,0.0,114.6,191.8,76.5,0.1679,0.0588,0.1138,0.1683
xwhaFqfDVJg,3,0,0.0,87.3,145.4,91.2,0.0825,0.0244,0.1035,0.125
zFsh94FvjP8,2,0,0.0,111.5,160.0,75.4,0.0985,0.0792,0.0628,0.0508
cxWMmf9QArQ,5,0,0.0,74.8,93.6,77.6,0.0449,0.0467,0.0861,0.0773
u9BNONVCo0E,3,1,0.333,166.2,204.0,78.4,0.6398,0.0659,0.0488,0.2407
6jE0XSVYd4Y,4,0,0.0,97.5,196.5,80.6,0.0788,0.1032,0.0819,0.0736
jGhfEu_SJKw,3,1,0.333,127.7,147.7,81.5,0.0267,0.2729,0.0944,0.1971
dNWGXRbX7Io,3,1,0.333,102.8,202.7,84.0,0.0344,0.0907,0.0559,0.0761
8frIX7vE26Y,2,1,0.5,100.7,173.5,85.8,0.2007,0.1752,0.0622,0.2557
qtwcz5F6n7E,2,0,0.0,77.1,205.9,72.0,0.1341,0.1088,0.0356,0.0275
aijlMS4N1kE,3,1,0.333,105.0,162.9,75.5,0.2287,0.0029,0.0537,0.2904
qPrcx8k-Upg,5,0,0.0,105.8,154.8,78.5,0.1456,0.0543,0.0665,0.0345
rj7a0PGrWX4,3,2,0.667,96.1,197.0,92.6,0.0121,0.0781,0.0297,0.2019
Oya46RkTr8o,1,1,1.0,103.6,197.0,81.4,0.0695,0.0191,0.0216,0.1016
Ov1EiIilB_E,3,1,0.333,82.7,211.2,62.6,0.0588,0.0074,0.0522,0.129
awDwoQkS9tI,2,1,0.5,100.6,153.3,85.2,0.0401,0.2631,0.0866,0.2043
5crKacT4XW8,2,0,0.0,96.6,165.9,85.0,0.1003,0.0211,0.0771,0.0502
gFA-Qz6WcVY,2,0,0.0,98.5,149.5,79.4,0.0831,0.0098,0.121,0.0211
pWl5H--3YsQ,3,0,0.0,70.7,201.7,93.6,0.1477,0.0281,0.0495,0.1412
Ix9zmO2JjVk,3,0,0.0,84.2,199.8,71.7,0.1164,0.0904,0.0275,0.2245
SSOspDdafuw,3,1,0.333,157.4,160.8,78.3,0.123,0.1149,0.1223,0.1538
edZ5z_n1yXg,2,0,0.0,138.2,160.2,63.6,0.1163,0.0011,0.0528,0.0165
Ei_iRzQbUTA,0,0,0,106.8,184.8,77.1,0.0296,0.0333,0.0241,0
cfhSWvgyUIo,1,1,1.0,83.8,184.8,77.2,0.083,0.0005,0.0542,0.2207
w5VcZBKtaAc,2,1,0.5,92.5,159.4,102.0,0.189,0.0317,0.0553,0.0759
csy_lEvtVcs,4,0,0.0,125.6,171.7,100.5,0.0445,0.0116,0.0417,0.1654
40TQ8-vnoTc,6,0,0.0,85.7,171.0,101.5,0.0595,0.0113,0.0323,0.0737
3Swwv6R5iZ0,2,1,0.5,193.7,186.5,92.5,0.0276,0.0024,0.0232,0.0713
_t-RREX_zRc,4,1,0.25,112.2,151.9,83.0,0.0455,0.2772,0.1037,0.2031
eeaD-fubnFg,2,1,0.5,73.4,158.5,70.0,0.0482,0.0331,0.0469,0.1848
Hi0q2Ap4g28,1,0,0.0,154.0,195.5,89.5,0.2812,0.1606,0.0822,0.0549
u9s_j1caR-c,1,1,1.0,183.1,233.5,87.3,0.0953,0.6636,0.0517,0.031
cg0gPgDu-Mk,2,0,0.0,106.8,198.7,77.8,0.1221,0.0216,0.0444,0.038
SK9JXA8TlSY,4,1,0.25,41.9,175.3,82.1,0.0879,0.0103,0.0374,0.06
o6WaiMc1TpM,1,1,1.0,87.0,172.9,103.8,0.0976,0.002,0.0489,0.0329
V3IRmEi5qm4,3,2,0.667,116.3,199.2,90.3,0.1314,0.1574,0.0534,0.173
IMRw6duvX7A,1,0,0.0,79.1,193.4,65.0,0.2786,0.0044,0.1363,0.0039
cpEjL5t7Al0,4,1,0.25,102.1,178.5,84.0,0.1158,0.0209,0.1516,0.0866
lu0ARs4dOfA,1,1,1.0,176.9,203.3,95.1,0.2485,0.3099,0.0678,0.136
Lk0ee5sxA3k,3,1,0.333,114.5,146.9,79.7,0.0289,0.2807,0.084,0.2037
4zT_sSeJzOw,1,1,1.0,122.3,163.8,78.4,0.044,0.0059,0.0561,0.0815
YtpQRTIBttY,2,0,0.0,115.1,182.8,66.7,0.236,0.1847,0.0609,0.0521
kCN6ZIeU05Y,2,0,0.0,52.7,167.3,84.5,0.0285,0.1129,0.0456,0.1019
ICdkJTWYzus,2,1,0.5,66.7,154.2,75.2,0.1031,0.0078,0.0678,0.1964
jYcHJ_B1h6w,5,2,0.4,122.9,163.8,75.4,0.2418,0.0655,0.1159,0.0573
wf6oaqthC3s,3,1,0.333,161.3,203.0,92.1,0.1221,0.2979,0.0352,0.1807
f9CZlRBEJk8,1,1,1.0,115.8,182.2,79.2,0.3008,0.0444,0.1004,0.124
R1k4b34hrsA,0,0,0,97.5,141.8,95.1,0.1261,0.0339,0.02,0
J78JQWHbdXM,1,1,1.0,105.5,199.6,74.4,0.2445,0.1025,0.0393,0.1815
qn6K85m5f4s,1,1,1.0,83.1,122.8,73.5,0.209,0.0252,0.074,0.2091
JcXhD18BfhA,4,2,0.5,106.8,205.6,65.6,0.0613,0.0001,0.0327,0.2978
ibbsIaQpCFQ,1,0,0.0,110.3,170.4,95.3,0.0819,0.0022,0.0646,0.1029
h-sSFPTTEYU,1,0,0.0,162.4,199.8,82.8,0.6085,0.0586,0.0138,0.2691
VS7ybFsiHTs,3,1,0.333,101.5,151.9,82.0,0.0347,0.2757,0.088,0.2001
1cNYe7pVzB0,1,1,1.0,182.6,157.6,87.0,0.0354,0.3298,0.0299,0.0317
9CJENT77Ly8,2,0,0.0,119.2,183.2,71.0,0.1351,0.0157,0.1041,0.0138
ybX1LDsp2rM,4,0,0.0,105.5,69.2,59.6,0.2312,0.0384,0.0329,0.066
cKgdE0wQxfg,0,0,0,56.4,68.7,45.7,0.0472,0.0208,0.0376,0
IRBvyABP1ho,1,0,0.0,108.5,65.7,58.2,0.2939,0.029,0.0181,0.0869
-YajYIC3YUY,5,0,0.0,110.0,167.7,72.4,0.0709,0.0451,0.0618,0.1134
DixOr9Nt_c0,1,0,0.0,90.1,192.9,71.6,0.0153,0.2277,0.0758,0.0689
sZKMyRyIE-M,1,0,0.0,76.2,167.5,53.1,0.0554,0.0179,0.0862,0.0344
TNykw23SJUY,2,1,0.5,86.3,137.8,81.9,0.1444,0.0663,0.0496,0.1263
r5fLlgOT7ZM,2,0,0.0,138.5,76.4,52.8,0.2657,0.1841,0.0394,0.0344
LaobYnrojQg,1,0,0.0,119.3,88.5,56.8,0.0584,0.0465,0.0201,0.012
hZzqnyr_Ev0,1,1,1.0,59.5,79.1,58.3,0.0074,0.0198,0.0329,0.0047
E_0Jz2-5S3c,3,0,0.0,101.7,177.6,81.4,0.1973,0.1405,0.0376,0.0701
2apY0ISBM9I,3,0,0.0,64.1,77.1,57.0,0.0127,0.0373,0.0286,0.0101
omRWTM-YJaA,2,0,0.0,71.5,190.3,65.6,0.0856,0.0453,0.0681,0.0483
EcmrRZiVmFc,4,0,0.0,117.3,98.2,55.3,0.0881,0.0176,0.0472,0.0616
Nm5MkpjsI3o,1,0,0.0,143.1,72.3,50.5,0.046,0.048,0.0274,0.0028
KFyDhIydSR8,3,1,0.333,92.0,159.2,75.3,0.0468,0.1551,0.0866,0.0789
ca9KC8Lrw14,1,0,0.0,57.3,19.8,40.5,0.0199,0.1494,0.0057,0.0207
BTK3U2E3-DE,1,0,0.0,86.2,90.0,57.1,0.037,0.2203,0.0228,0.0136
ADmLf0NWJUk,1,0,0.0,71.7,78.1,57.6,0.0428,0.0184,0.0157,0.0264
PXcTsewQQe0,1,0,0.0,119.3,73.4,51.4,0.028,0.0011,0.0188,0.0088
KgAqPvazCjo,1,1,1.0,71.7,82.7,56.8,0.1742,0.0201,0.0095,0.0594
BJ7Phbv8pDI,1,0,0.0,77.0,162.8,82.1,0.0164,0.0328,0.0702,0.0056
SDFoXX8aRkE,0,0,0,53.1,194.1,78.4,0.0661,0.0107,0.0269,0
dqSLL-3PKuE,5,0,0.0,92.3,162.6,76.5,0.0415,0.0938,0.056,0.1046
dLTefTlJdfI,2,0,0.0,151.8,150.6,92.1,0.1252,0.1805,0.0589,0.0555
uEeEjoz8BYo,1,0,0.0,120.6,186.4,89.3,0.2308,0.1127,0.0364,0.0662
_9N3kFyIXKU,3,2,0.667,80.6,169.3,71.2,0.2246,0.0333,0.0386,0.1729
ElnSyyt6LnU,0,0,0,88.3,43.0,41.5,0.0337,0.1277,0.0138,0
gGnnn5lf4Rk,2,0,0.0,80.2,78.4,52.4,0.0247,0.2231,0.015,0.006
yX64ngLtBZg,1,0,0.0,103.4,68.6,61.0,0.0041,0.3634,0.0181,0.046
BYNidm_kkaQ,2,0,0.0,81.3,87.9,62.1,0.015,0.0359,0.036,0.0207
eeB3cC3KSo0,3,0,0.0,117.1,142.6,70.5,0.0371,0.2832,0.217,0.0142
ZdFEWNBsQcE,2,0,0.0,109.1,38.0,35.5,0.3062,0.0676,0.0071,0.0712
WPhc56zX4tI,2,0,0.0,97.2,28.1,39.3,0.0386,0.2133,0.0071,0.0304
xzxhRLm5hNU,2,0,0.0,62.0,72.3,52.9,0.064,0.0092,0.0226,0.0885
WnkTVXw9Cm8,3,2,0.667,104.9,141.5,72.3,0.1946,0.0589,0.0449,0.1929
XUYi6S18SHo,1,1,1.0,86.5,136.4,69.3,0.0615,0.0441,0.0215,0.0488
oZGv7qKRef0,0,0,0,41.9,93.3,62.2,0.0348,0.003,0.0502,0
SEMjDCd8Cm8,4,1,0.25,92.6,164.3,63.0,0.176,0.0559,0.059,0.0791
7H8RL5jZT08,3,1,0.333,112.8,194.5,72.5,0.1343,0.0166,0.0568,0.1297
RTH1oCit03I,1,0,0.0,55.1,74.2,50.9,0.0286,0.0279,0.0402,0.0167
BJLgMF-zYtM,5,0,0.0,72.4,70.7,60.0,0.0033,0.0008,0.0412,0.0751
wujAEGPVVuA,3,1,0.333,93.5,190.9,78.0,0.3025,0.0038,0.0499,0.1728
1dpXGuLlNAE,1,0,0.0,104.3,68.2,48.2,0.0208,0.1388,0.0353,0.0046
PwxSlxSDKnc,1,0,0.0,45.9,85.8,59.6,0.0161,0.0313,0.0293,0.0028
Cya2YaDxqak,3,0,0.0,109.4,116.0,77.4,0.033,0.1608,0.1018,0.0413
YA1nsR-TiGI,1,0,0.0,120.9,90.3,57.5,0.0252,0.0253,0.0168,0.0251
46ZK78f-PLk,0,0,0,49.7,79.8,55.6,0.0006,0.06,0.0114,0
Vd6IZW-_yOU,2,0,0.0,99.8,76.0,53.5,0.1313,0.0264,0.0167,0.03
THZXtCZdx2M,1,0,0.0,97.9,61.7,48.0,0.3603,0.0219,0.0083,0.0465
X3bl4PDqd4I,1,0,0.0,89.4,66.8,58.7,0.043,0.1075,0.0111,0.0469
lrXX7jpEe4s,2,0,0.0,93.3,66.2,46.3,0.1414,0.0202,0.011,0.0078
1blsZCxIQok,2,1,0.5,33.3,198.5,86.7,0.0384,0.0321,0.0308,0.1725
ndZwmfmOcow,0,0,0,100.9,152.7,73.7,0.0447,0.0044,0.0493,0
SkF8_jxE16M,1,0,0.0,133.3,199.8,78.0,0.0319,0.0264,0.0345,0.0408
cpk0yaxNlxU,1,0,0.0,87.0,64.5,52.9,0.1878,0.0427,0.0264,0.0204
mOedSOzTBVc,1,0,0.0,71.6,166.4,81.3,0.1847,0.0012,0.0587,0.0034
Dppe9DGE04o,2,2,1.0,87.5,212.4,55.7,0.0618,0.0132,0.0454,0.3543
72fFMxXq2TM,1,0,0.0,29.1,91.1,67.5,0.011,0.0003,0.0189,0.0039
pwMTs2Zauzk,4,1,0.25,85.0,163.2,71.8,0.0651,0.0155,0.1614,0.1394
Ew-ONQOUTFc,3,0,0.0,79.7,162.0,69.7,0.053,0.0944,0.0621,0.1048
SDEiYWCcWlg,0,0,0,58.4,211.3,64.0,0.1899,0.0032,0.0372,0
JzJNrwAaj2U,2,0,0.0,78.7,194.9,78.9,0.1154,0.0122,0.0942,0.0206
iRZb7XTxUQY,3,0,0.0,113.7,199.1,85.9,0.1677,0.0452,0.0876,0.0642
_LOOJwIUpNw,2,0,0.0,88.3,78.0,59.4,0.0946,0.0871,0.0167,0.0374
5uRlQYhZS2A,1,0,0.0,99.1,58.3,50.4,0.1409,0.0838,0.0169,0.0384
cTU-tozjI0Y,4,1,0.25,119.7,202.5,76.3,0.0396,0.0172,0.0885,0.105
ej02JvXA6Go,0,0,0,53.4,71.7,52.1,0.1127,0.0028,0.0325,0
HZS2jWEFPuk,3,0,0.0,169.5,188.7,86.2,0.0199,0.2821,0.0496,0.0167
zSzShoxAx8w,0,0,0,38.8,68.7,53.1,0.0507,0.0004,0.0106,0
3g0WPHCiz-0,4,0,0.0,46.3,76.7,56.7,0.0809,0.0022,0.013,0.1181
sRhc98zpvUU,1,0,0.0,127.6,164.0,75.6,0.0536,0.0777,0.0337,0.0938
PecoV5zxLIw,2,0,0.0,43.2,165.5,65.4,0.0343,0.0696,0.0568,0.0159
JbRENIaw5y8,1,0,0.0,132.6,75.3,49.7,0.2825,0.0798,0.0084,0.0016
aUoKM0EKfjk,0,0,0,86.9,58.1,49.9,0.1314,0.0179,0.0323,0
oJbZyq6i8zE,1,0,0.0,56.7,172.3,70.2,0.1247,0.002,0.0705,0.0082
KcuTN0dj-4s,0,0,0,30.8,88.6,63.5,0.0197,0.0032,0.0331,0
gPHDWFyexlU,2,0,0.0,146.5,200.0,84.0,0.0594,0.2413,0.1115,0.0197
6bNCQdZDMes,8,0,0.0,61.2,163.1,71.2,0.0244,0.0652,0.1117,0.0349
sxULarKeNpk,2,0,0.0,77.6,66.3,53.8,0.0488,0.0523,0.0045,0.0349
h2Ax6VbmfBw,1,0,0.0,115.9,178.9,86.1,0.2209,0.0791,0.0504,0.0285
g9WIU4aiIn0,4,0,0.0,94.1,159.0,75.1,0.193,0.1219,0.0379,0.0322
fkgTVsGLdws,1,0,0.0,46.1,207.4,82.6,0.0309,0.0012,0.0475,0.0404
tIhu1fsIw3g,1,0,0.0,42.0,83.9,53.9,0.0025,0.0001,0.0204,0.0017
_444EmK8KyM,1,0,0.0,98.6,125.9,58.0,0.0495,0.056,0.0515,0.046
mXyKT_iQgmI,4,1,0.25,123.7,212.0,66.4,0.1184,0.0125,0.0796,0.0669
iw94Scw2xEo,2,0,0.0,47.9,179.6,65.0,0.0672,0.0034,0.0714,0.028
cIOieRgBsFQ,3,0,0.0,84.8,124.8,66.7,0.0168,0.0177,0.1592,0.0182
ZG99xcwVZWo,1,0,0.0,84.0,109.0,65.5,0.1661,0.0234,0.0082,0.2129
vkx-fY5M1CE,0,0,0,80.4,71.2,63.7,0.1123,0.046,0.0133,0
OaehaTEwcBU,4,0,0.0,146.0,191.3,88.1,0.0831,0.0091,0.0571,0.0757
waC8cmiOzLI,3,0,0.0,62.7,165.8,87.6,0.0373,0.07,0.072,0.0428
mhszVpqPF-k,4,0,0.0,59.3,179.0,86.1,0.1406,0.017,0.071,0.0648
wqsL6Cq3EB8,3,0,0.0,118.3,209.0,78.6,0.0145,0.3311,0.0648,0.1411
xhKY6MUbThs,3,0,0.0,113.8,221.0,73.2,0.0305,0.1271,0.0574,0.1392
Sf1T4sjQmxA,5,1,0.2,143.4,189.8,89.1,0.0915,0.0406,0.0932,0.1868
rkVXM5k8fQI,3,0,0.0,172.9,192.2,87.7,0.1253,0.1488,0.0804,0.0125
1UxnAU5tu-8,4,1,0.25,126.8,174.9,73.6,0.0631,0.0132,0.1826,0.2117
AvQkGo2wAUo,8,1,0.125,102.1,148.8,89.2,0.0754,0.0562,0.0935,0.2231
gQILZcKSOsw,2,0,0.0,132.6,187.2,80.6,0.0391,0.0537,0.0655,0.0224
vDslTFOd_H8,4,1,0.25,118.3,210.5,89.7,0.2594,0.0213,0.0559,0.1058
-BR-1Lrrh28,6,1,0.167,151.1,209.0,81.4,0.1249,0.2705,0.1224,0.179
XUA0x4L-hfA,2,2,1.0,99.0,195.1,73.0,0.0337,0.2125,0.0597,0.1357
Q5LS_XAj2sM,2,1,0.5,98.9,148.0,83.5,0.0518,0.0148,0.0717,0.0244
JUSDbqFWvIU,5,2,0.4,130.7,205.7,93.9,0.0546,0.1539,0.1073,0.2304
cKPeVyHOAl0,4,0,0.0,111.3,194.3,74.8,0.114,0.002,0.0926,0.0237
uFIDct9rQ7M,1,1,1.0,85.3,198.0,83.0,0.1018,0.0342,0.0351,0.097
vUOjidhNSUo,2,0,0.0,76.7,203.8,71.7,0.0672,0.0122,0.031,0.1168
3sRhxeAmSM0,3,0,0.0,133.7,216.8,84.9,0.0415,0.296,0.0579,0.023
27j0tPJh99w,1,0,0.0,185.3,184.2,89.7,0.3051,0.0162,0.0679,0.0261
Q6em8p1kQU4,2,0,0.0,60.3,66.7,78.6,0.1318,0.0121,0.0422,0.0633
hyIdVn85K1A,2,0,0.0,101.8,199.6,81.3,0.098,0.0175,0.0611,0.0935
CcnL-1VSZE8,3,1,0.333,122.5,222.4,89.0,0.1235,0.0284,0.0981,0.1111
TgG9SZPsy6A,1,0,0.0,136.8,208.9,76.1,0.0502,0.0278,0.0835,0.0303
z3-E4ZsvhTU,3,1,0.333,95.3,174.1,65.4,0.258,0.013,0.0437,0.0887
ZXkCB72XUXs,5,3,0.6,107.1,200.8,80.7,0.2047,0.0983,0.0849,0.1403
rpM6DNoXVcs,8,1,0.125,106.2,153.3,84.3,0.1326,0.0422,0.1227,0.165
iNQsyYo4AbY,3,1,0.333,130.2,201.9,86.0,0.1054,0.0303,0.0983,0.0733
1MWvRF2izhs,3,0,0.0,143.9,200.3,81.1,0.0183,0.1053,0.0534,0.1379
72FzY696OsY,0,0,0,88.5,157.1,71.0,0.2165,0.0348,0.0498,0
BRgqmmUvsbo,5,1,0.2,114.5,215.5,80.8,0.06,0.0361,0.0644,0.3141
