video_id,num_faces,num_smiles,smile_ratio,saturation,brightness,color_std,red_ratio,yellow_ratio,edge_density,face_area_ratio
3QPc_d2WR0g,3,0,0.0,65.5,134.2,50.3,0.0961,0.0008,0.0183,0.0213
gNG6QQNu584,3,0,0.0,116.9,210.4,82.2,0.0774,0.0382,0.0556,0.0896
7yBrC_A6M7E,2,0,0.0,98.3,165.0,87.2,0.056,0.0609,0.0617,0.0518
OrNVImqW86Y,6,1,0.167,82.2,136.6,71.0,0.0988,0.0288,0.0768,0.1083
VGYxZ9eQd-0,5,0,0.0,100.8,139.8,58.9,0.0256,0.1528,0.2096,0.0417
6WKKpWVGOsc,3,2,0.667,151.9,136.7,54.3,0.2348,0.0104,0.0243,0.4444
jV_ChTwnpA4,0,0,0,74.8,185.4,72.0,0.1116,0.0932,0.0282,0
mMgp4T4WjvE,0,0,0,100.4,90.3,76.5,0.3158,0.0372,0.0625,0
48_ME-7XzTY,2,0,0.0,86.7,210.5,78.6,0.0549,0.2227,0.0723,0.0234
65ACpeHxjrk,3,1,0.333,77.7,196.5,72.5,0.1163,0.0646,0.0364,0.1585
sTrXSTi51q4,5,0,0.0,66.2,120.1,92.8,0.1169,0.0338,0.0593,0.0393
p0VoRUmPMP4,2,0,0.0,75.8,194.9,65.6,0.1259,0.0524,0.077,0.0605
UGuR3qJ7es0,5,0,0.0,96.2,167.6,64.4,0.0831,0.0413,0.0155,0.104
x98mkSVak7U,3,0,0.0,169.8,183.5,100.5,0.0622,0.4741,0.0927,0.0617
ErbTIEV9-vo,1,1,1.0,64.4,176.5,63.0,0.0687,0.0057,0.0599,0.1969
Uc7aO7oupY0,2,0,0.0,79.2,165.3,70.0,0.1226,0.0208,0.0378,0.1336
DbWz3llRjCE,2,0,0.0,58.7,172.7,86.8,0.0751,0.0157,0.0628,0.0401
Pw6uG2g3LnA,3,0,0.0,99.2,179.9,88.2,0.0336,0.0634,0.066,0.0786
A2mx5Jtc1Vk,1,0,0.0,42.8,90.0,60.0,0.0342,0.0189,0.0241,0.0144
2VosMoh-iD0,1,0,0.0,58.4,165.8,74.3,0.0825,0.0051,0.0557,0.0564
1kLrLzVhL0Y,1,0,0.0,36.3,127.2,97.3,0.0134,0.0258,0.0792,0.0201
EgLZ9tHsVaI,4,2,0.5,62.1,194.9,84.6,0.0758,0.0141,0.0654,0.1222
OzEHVPo6w9o,2,0,0.0,86.5,164.5,79.5,0.0309,0.0991,0.0446,0.0213
gJTylrn2mkY,3,0,0.0,37.5,192.6,43.6,0.0182,0.0004,0.0437,0.0408
DwopArb0Y04,1,0,0.0,76.3,210.4,83.1,0.1068,0.0936,0.0445,0.0957
cAoTZ8jtN6c,3,0,0.0,95.2,192.0,68.4,0.1258,0.0221,0.0755,0.1292
IDLfBp57ym0,5,0,0.0,79.8,154.2,84.3,0.0362,0.0271,0.08,0.1033
Oy_IN4a9tMA,4,1,0.25,55.2,192.3,60.0,0.0069,0.0535,0.0521,0.1331
3Q23nUNstpc,2,0,0.0,61.1,201.4,58.6,0.0867,0.03,0.0339,0.131
C4R6hDowwcE,2,0,0.0,65.8,161.6,75.1,0.0835,0.0066,0.0808,0.0329
7pZX2IJjmJU,4,0,0.0,47.7,76.2,62.0,0.0406,0.0177,0.0498,0.0139
pmezVzroUNY,5,0,0.0,53.1,190.9,68.2,0.0667,0.0027,0.0488,0.0681
aiq5408M79U,3,0,0.0,40.4,222.9,55.2,0.0373,0.0141,0.0639,0.062
Ak6pSTpRfII,6,0,0.0,60.6,76.6,57.0,0.0119,0.0307,0.0149,0.0673
JT0w0XadA74,1,0,0.0,70.0,216.8,81.4,0.1705,0.0073,0.0409,0.0488
YrLlbu9QSLg,1,0,0.0,72.7,220.5,73.4,0.1115,0.1053,0.0393,0.0115
qYnZUWCNUA0,3,0,0.0,73.7,87.9,60.1,0.0226,0.0735,0.0219,0.014
5tNxOiPwqcQ,2,1,0.5,70.0,138.8,68.4,0.0259,0.146,0.0317,0.0509
_BDkYRCiPxI,5,0,0.0,91.7,74.4,54.2,0.1233,0.0332,0.0189,0.1444
7N6eoKxrsW4,1,0,0.0,84.1,203.4,79.4,0.0255,0.0056,0.1246,0.0488
iCmAYvyoQ88,5,1,0.2,72.5,79.2,57.8,0.0514,0.0871,0.0229,0.2339
6R6F371Hj3k,1,0,0.0,52.4,69.6,52.3,0.0178,0.0045,0.0375,0.0183
QXf5fiEYAmg,3,1,0.333,74.0,157.1,75.4,0.1359,0.0364,0.113,0.0854
mxogJG_xkfU,4,0,0.0,110.3,188.7,87.4,0.2787,0.001,0.0705,0.0392
v3xwXBTdh0c,1,0,0.0,48.4,78.9,53.6,0.0287,0.0391,0.0091,0.0055
QJf_GPbdOhQ,3,0,0.0,110.9,200.8,73.8,0.0951,0.1683,0.0874,0.0373
aPvVY3f8QX8,0,0,0,73.9,141.5,75.6,0.0592,0.0059,0.0198,0
hUci5oAJfZM,7,0,0.0,42.8,160.9,64.0,0.0459,0.029,0.037,0.1839
M4vB2o8Q450,3,1,0.333,49.2,161.3,89.7,0.0348,0.0069,0.0645,0.0749
5J86oUxO8os,3,0,0.0,59.2,155.8,67.7,0.0258,0.0246,0.022,0.116
yXWE5w8So-k,8,0,0.0,37.6,181.3,68.2,0.0626,0.0021,0.1176,0.0503
fns54LfXzI4,1,0,0.0,83.5,82.5,61.5,0.0211,0.03,0.019,0.0066
9hz8TPER1SU,2,0,0.0,79.8,160.5,84.7,0.0883,0.0401,0.1261,0.2298
rzEV7orZe1M,1,0,0.0,42.2,79.9,56.7,0.0088,0.008,0.0172,0.0124
9Q7O1DcqosA,1,1,1.0,76.5,205.2,63.9,0.0708,0.0056,0.0374,0.2158
lpzchjL5KZE,2,1,0.5,103.8,161.6,77.3,0.1033,0.1419,0.051,0.0727
R2wwURvtKGQ,0,0,0,94.3,135.3,78.7,0.2351,0.0229,0.0999,0
GzoYctrYgRo,0,0,0,89.9,222.2,60.4,0.0449,0.0301,0.0339,0
RmyJO2N1aiQ,3,0,0.0,144.7,231.4,86.5,0.0324,0.0116,0.0581,0.0422
puNyD3WS7dI,6,1,0.167,75.2,184.4,76.7,0.0439,0.0307,0.0906,0.0633
C5IVQBLeWBY,5,0,0.0,102.8,189.4,87.9,0.0759,0.0919,0.1262,0.0542
Xdx3zRYXilU,3,1,0.333,65.4,160.9,82.4,0.075,0.0108,0.0589,0.0875
yGH3v-jYVdY,2,0,0.0,89.7,188.3,84.5,0.0732,0.0765,0.1204,0.0082
vdKWgqGIyVw,3,0,0.0,75.4,195.2,88.2,0.0783,0.1378,0.1164,0.0239
H-uqLu50mgo,3,0,0.0,92.7,182.8,86.0,0.2623,0.0579,0.1436,0.0319
Yvo9kcqgZyU,2,0,0.0,142.8,181.4,82.8,0.3834,0.0124,0.1573,0.0517
b2Dj_86P2Jg,6,0,0.0,62.4,177.7,83.8,0.0819,0.0274,0.1601,0.0574
j5ohpNbjp5Q,7,0,0.0,108.5,179.5,91.0,0.1078,0.1247,0.1407,0.048
cCAXRCJMbvQ,0,0,0,199.2,184.7,90.2,0.0432,0.0833,0.082,0
JIw9xpFANxw,2,0,0.0,151.0,191.7,88.5,0.1227,0.0673,0.1022,0.0395
l9MWHEjRffk,4,0,0.0,119.9,194.4,90.3,0.1687,0.1539,0.1069,0.049
L549KgM9xLM,2,0,0.0,72.7,197.0,83.9,0.101,0.0518,0.117,0.0203
CW0YeffEzVA,3,0,0.0,62.5,195.8,80.7,0.051,0.0361,0.1417,0.0521
w28THWTJp6Q,7,0,0.0,65.0,202.5,84.7,0.0517,0.0646,0.1089,0.0352
H8MNJEKMx20,6,1,0.167,121.5,176.1,78.4,0.1073,0.0689,0.2079,0.1215
ZDMN-C3vDRo,5,1,0.2,79.9,175.4,81.7,0.137,0.0301,0.117,0.1126
gJE7pipsBvY,1,0,0.0,81.3,188.7,94.2,0.0852,0.1405,0.1024,0.0068
6UIyoTRmnsA,6,0,0.0,84.2,187.8,87.6,0.0677,0.0974,0.1169,0.0358
CwdDkub4PhI,3,0,0.0,75.4,188.6,86.9,0.0414,0.0516,0.0915,0.0238
IfswITADl90,0,0,0,110.8,194.3,81.7,0.0325,0.0885,0.1301,0
pTY-fEV4I9U,3,0,0.0,154.9,183.6,80.0,0.2596,0.1937,0.1848,0.0093
G-cC38iXevA,4,0,0.0,105.0,221.7,82.4,0.0974,0.1092,0.1383,0.0327
yVn_IP6t7dY,1,1,1.0,79.6,200.7,77.4,0.1555,0.027,0.0864,0.1063
YF1LlbR8ogc,3,1,0.333,96.5,185.3,79.4,0.0865,0.0622,0.0604,0.1103
qiaNI8Kui4c,10,0,0.0,65.9,166.0,82.8,0.07,0.1023,0.2068,0.0395
YUqSzHAkRb8,2,0,0.0,71.3,180.6,81.1,0.0634,0.0577,0.1639,0.0126
eTTMeNZlZK4,4,0,0.0,126.3,193.4,87.6,0.0572,0.0744,0.0832,0.056
Yp_p6OZeR8w,2,0,0.0,88.6,182.9,94.0,0.0815,0.0695,0.0965,0.0098
ydKnLDRnqxc,3,0,0.0,101.0,192.7,93.1,0.3169,0.0231,0.1267,0.0146
n_C8EJW2M_w,1,1,1.0,78.3,182.1,82.1,0.0373,0.085,0.0993,0.1036
tGvtCPq7NY0,5,0,0.0,85.1,189.4,93.5,0.0788,0.1001,0.127,0.021
2zP-MPdhJ68,1,0,0.0,79.9,187.3,85.8,0.0911,0.0513,0.1252,0.0026
4GnNRA4eveM,2,0,0.0,95.7,182.6,91.0,0.0777,0.1003,0.1338,0.0073
p8yONeryMe4,1,0,0.0,40.3,166.8,67.2,0.0082,0.006,0.0925,0.0049
UZ9Fs3gDWrg,5,1,0.2,140.2,185.8,76.8,0.149,0.0788,0.0732,0.1814
TvucxLkx7Ek,8,0,0.0,100.6,210.9,93.2,0.1301,0.0768,0.1033,0.0522
PwvW9Uycagc,4,0,0.0,136.6,176.7,77.6,0.0811,0.0695,0.1823,0.1486
wthRRvLvDn8,0,0,0,44.0,200.4,74.7,0.0323,0.0251,0.1603,0
X80BLC8iKH4,2,0,0.0,92.8,194.5,90.9,0.0711,0.0681,0.1364,0.0226
GBkQqU65bj8,1,0,0.0,91.4,193.8,83.3,0.0665,0.0986,0.1079,0.0046
vqXJvC3hnOI,3,2,0.667,107.0,157.9,83.5,0.1102,0.039,0.151,0.1222
VABiNxHFgH4,4,0,0.0,101.1,212.4,73.7,0.0701,0.0533,0.0981,0.1659
eIe4hD4zMjA,3,0,0.0,51.3,186.6,87.7,0.0277,0.0367,0.094,0.0089
FXpVaVlfd3M,5,0,0.0,79.1,169.8,76.9,0.064,0.081,0.1295,0.0599
h62lH58n780,0,0,0,86.3,189.0,87.2,0.0999,0.0752,0.1227,0
UtU5SeGYA_8,6,0,0.0,100.8,191.0,86.8,0.0954,0.1207,0.1225,0.0361
aUNme2Fygpc,2,0,0.0,105.9,193.8,92.4,0.1093,0.0908,0.1192,0.0208
2oK_EXQZd4k,4,0,0.0,88.7,198.8,83.9,0.0811,0.1125,0.0996,0.0345
ueWFfdfj8dg,2,0,0.0,93.2,175.7,84.7,0.1223,0.0728,0.1517,0.0097
ZS8HqAzwXX8,4,1,0.25,110.3,151.2,85.0,0.2175,0.0547,0.1086,0.0587
CuGrVpdgx9E,8,0,0.0,147.5,189.0,85.8,0.0841,0.2282,0.1391,0.0997
gV5k5GA8QQ0,1,0,0.0,81.6,25.5,26.3,0.0093,0.109,0.0098,0.0043
L-pOCrSENUo,3,0,0.0,130.5,194.7,85.4,0.0622,0.0509,0.1067,0.0181
r0XkU_8LEfQ,1,0,0.0,58.8,72.0,51.9,0.0173,0.042,0.0212,0.0052
tkc7ZvlgMlo,7,0,0.0,38.2,53.8,69.7,0.0212,0.0009,0.0248,0.0746
yfVW-r5gYDk,2,0,0.0,105.8,174.9,76.9,0.1385,0.036,0.0943,0.0144
Iy1t0b2uegM,3,0,0.0,91.7,144.4,83.5,0.1415,0.0455,0.0372,0.0211
AWO60UHe86M,3,0,0.0,123.8,161.4,85.8,0.124,0.1067,0.0762,0.0345
5AzcVGjPTUI,2,1,0.5,52.2,179.6,73.5,0.0895,0.005,0.0699,0.0963
x30xqTly4Lw,1,0,0.0,38.5,81.0,56.7,0.0238,0.008,0.0637,0.004
xtVKbflA-6A,3,0,0.0,92.5,178.6,67.0,0.1553,0.1251,0.0395,0.1246
0wIKqbvMMLA,2,0,0.0,141.9,155.4,82.6,0.0217,0.186,0.1746,0.0141
FS1iKDX3waI,3,0,0.0,80.0,148.5,80.6,0.0645,0.1544,0.0648,0.0223
wozz1YaQX84,2,0,0.0,110.0,103.8,64.3,0.165,0.1872,0.0273,0.0252
Y0uBoEeFBRs,7,0,0.0,89.7,128.7,78.9,0.1422,0.0786,0.0866,0.0956
eG7A3AgmjqY,3,1,0.333,123.3,132.2,81.9,0.2034,0.1672,0.0647,0.1565
1cW-XF3DMKo,4,0,0.0,139.1,125.5,74.0,0.3205,0.0492,0.0799,0.1864
-xS9RbOyFHk,0,0,0,85.9,133.8,74.5,0.0728,0.0371,0.0812,0
do8y54Uo9xw,11,3,0.273,83.3,69.2,48.2,0.0067,0.0072,0.0271,0.3894
Ir4P_-0zZUw,9,0,0.0,153.3,148.3,80.6,0.1413,0.1498,0.0922,0.0551
c-pIQij6t-M,3,0,0.0,129.0,152.4,78.3,0.0743,0.1646,0.1793,0.0126
sJIXqhXMFvQ,5,0,0.0,186.8,117.8,77.8,0.0891,0.2437,0.0731,0.0189
gVEN5uUAa2M,2,1,0.5,95.9,198.8,79.3,0.0815,0.0413,0.0487,0.0607
CeCLuWQdFZ4,2,0,0.0,68.6,73.1,62.2,0.117,0.0034,0.0223,0.0032
doOaEYbUkZQ,2,1,0.5,80.0,164.9,62.6,0.0546,0.0575,0.0782,0.1592
jchnXu_GjFU,4,1,0.25,128.8,116.9,81.4,0.2987,0.2015,0.098,0.1079
pCVHT4pUhXQ,1,0,0.0,111.4,112.0,73.7,0.1878,0.1423,0.0212,0.0367
7MwWVk-6-R8,0,0,0,206.3,51.9,44.6,0.0091,0.0001,0.019,0
X2Vjb_W9DfU,10,0,0.0,67.3,154.7,83.3,0.091,0.0058,0.0833,0.0529
EmHyUTl4Fds,1,1,1.0,66.0,156.3,89.6,0.038,0.0097,0.0141,0.3439
ZiChaWnH7zE,0,0,0,78.0,70.0,51.4,0.1111,0.0117,0.0226,0
QzVzYNrVkxw,4,0,0.0,103.0,155.6,79.0,0.0877,0.1217,0.0494,0.0843
9QGNElKNf-g,4,0,0.0,121.1,172.7,80.0,0.146,0.0622,0.0765,0.0742
bItqSS8LYaE,6,5,0.833,111.1,164.1,71.8,0.1759,0.0747,0.0786,0.1862
rwbozf1GJ-M,0,0,0,122.8,200.4,75.1,0.0831,0.0853,0.0376,0
shGkowjL0iI,1,0,0.0,101.0,125.8,70.6,0.0745,0.0387,0.2134,0.0027
B43WUkSYQew,3,0,0.0,102.7,154.7,69.5,0.0936,0.0658,0.0865,0.0247
1ll3pMEHswU,2,0,0.0,50.8,100.7,75.3,0.0318,0.0161,0.0685,0.0739
PJlAPx4Horw,0,0,0,57.2,80.9,64.3,0.0488,0.028,0.0356,0
unzAmyHdXJQ,1,0,0.0,74.0,184.0,61.0,0.0688,0.0117,0.0096,0.0413
pLjXwTz4yus,2,0,0.0,51.5,114.8,70.7,0.0671,0.0042,0.0549,0.0831
d7Bi22N1jvo,7,0,0.0,91.9,148.9,74.5,0.151,0.061,0.0618,0.2636
pGX5rWtr7nA,9,1,0.111,93.4,122.6,71.9,0.1804,0.0391,0.1411,0.0469
JIf5FXfuGv4,1,0,0.0,86.9,204.4,62.2,0.3125,0.0363,0.0732,0.0042
EKW_unvOhn0,3,2,0.667,61.9,135.6,72.9,0.0178,0.0077,0.0788,0.1373
a8uF_2RxihQ,0,0,0,70.1,129.8,66.7,0.121,0.0013,0.0091,0
xwM0c1rXCMY,3,0,0.0,116.0,188.0,81.8,0.077,0.0988,0.1525,0.0371
bzQTorsZlKE,2,0,0.0,71.4,159.7,81.2,0.0716,0.0136,0.052,0.0325
xPLqh_fFOKU,2,0,0.0,90.8,143.9,56.7,0.0957,0.0617,0.1549,0.0125
n1TGCocBLCk,3,0,0.0,78.4,156.8,76.6,0.122,0.0918,0.0916,0.0396
WBsYThORtug,1,0,0.0,97.0,134.2,84.0,0.0672,0.0617,0.1378,0.0019
HLPKKvlqqo4,3,0,0.0,124.7,176.5,74.8,0.0749,0.0346,0.0642,0.0378
aa_t1X1PrGI,5,1,0.2,124.7,175.7,79.3,0.1177,0.063,0.1308,0.1244
ZcS7eRwi3ik,4,1,0.25,103.8,214.6,71.0,0.2075,0.0522,0.0476,0.2307
ZxTiBeJ85eo,5,3,0.6,158.6,176.8,74.3,0.0986,0.075,0.0799,0.1663
khkAWU1suDw,5,1,0.2,109.0,169.6,68.0,0.1312,0.0396,0.0603,0.1358
C6k6bhug5Rw,3,0,0.0,153.3,194.2,78.3,0.1126,0.3002,0.0861,0.0494
VUQO_8nO3Q4,6,2,0.333,167.7,192.5,83.6,0.1676,0.0265,0.0941,0.1283
yT1v_c_Em88,2,0,0.0,156.3,205.9,89.1,0.2294,0.0095,0.0922,0.0526
cDXBbfZwtzc,7,0,0.0,170.3,204.3,84.1,0.2055,0.1427,0.0658,0.1301
tEbIbj4hWCk,1,0,0.0,128.7,223.5,69.9,0.078,0.0686,0.0463,0.0035
NHk7O3dSDNI,2,1,0.5,119.7,202.8,79.4,0.1496,0.0154,0.0833,0.2244
ao7T_NzGXJs,6,1,0.167,116.9,171.0,75.6,0.0646,0.0688,0.1334,0.0734
xQtsx8TlvE8,12,1,0.083,83.6,179.8,86.4,0.1749,0.1638,0.1191,0.1024
dnhmJbMyB6U,2,1,0.5,156.1,189.1,86.2,0.1914,0.0578,0.1119,0.1039
hn14vcLQOEM,3,2,0.667,111.1,150.4,75.3,0.0734,0.0704,0.0491,0.1544
ZYz8CLZi6MM,3,1,0.333,107.5,109.9,59.6,0.0395,0.0014,0.0519,0.1702
kCZzodbUw8E,2,1,0.5,131.3,146.4,70.3,0.0845,0.0018,0.0466,0.0434
t1sZXPpWTTM,3,0,0.0,135.2,166.6,101.3,0.0951,0.1288,0.0723,0.2889
IHUfZW5PtiE,4,0,0.0,153.5,174.6,101.2,0.3208,0.0237,0.0573,0.0446
eF-oXLYAw0M,1,0,0.0,90.3,146.3,96.5,0.0813,0.159,0.1525,0.0181
13pVAGGfYdE,3,0,0.0,144.7,189.2,78.9,0.1284,0.0746,0.1095,0.0464
k5BqwmNDAj4,1,0,0.0,65.3,102.5,90.5,0.0847,0.0157,0.0888,0.0245
Axo7nU30U7Y,6,1,0.167,89.3,126.3,75.5,0.0662,0.0124,0.0928,0.1727
qOSuz3YYL4A,3,0,0.0,151.8,189.9,89.2,0.0701,0.1415,0.0852,0.0602
S-hX-l_bkBY,2,0,0.0,116.1,171.3,73.6,0.0178,0.0165,0.0703,0.0318
cugQAp5KC2s,0,0,0,129.0,194.3,84.0,0.019,0.3199,0.0509,0
UenSVPkM0NE,1,0,0.0,122.6,121.5,83.0,0.0393,0.1121,0.0911,0.0245
mKUzE-GOdJs,0,0,0,70.7,146.7,61.0,0.1831,0.0057,0.0061,0
c3hihUDgD6s,2,1,0.5,146.7,103.1,79.2,0.008,0.0333,0.0606,0.1546
JMEee2UYQqE,6,0,0.0,126.1,171.4,72.6,0.2039,0.0243,0.0583,0.1381
0sdt7hNzPjg,3,0,0.0,81.1,158.2,68.2,0.0442,0.0721,0.0803,0.0918
C3U42yVCTec,2,0,0.0,170.5,186.5,83.8,0.1402,0.0075,0.0833,0.1473
PpETtTVYsRQ,4,2,0.5,107.2,199.1,88.5,0.2322,0.0211,0.0746,0.1411
dp5hKTTD8Pk,1,1,1.0,104.2,177.2,67.6,0.1733,0.0118,0.0791,0.0646
_wgx0DxU2ao,0,0,0,124.9,139.0,93.2,0.0759,0.0611,0.1399,0
LWR_EGrxtng,3,0,0.0,119.2,189.9,74.0,0.0381,0.1034,0.0748,0.1424
4h6tmuEsG3Y,5,0,0.0,167.6,179.1,92.8,0.2409,0.1148,0.099,0.0669
L2-9X0Rd7kA,5,1,0.2,163.5,182.0,96.0,0.3872,0.0054,0.0615,0.1565
gZhcZL_-rB4,5,0,0.0,97.8,207.3,76.4,0.0602,0.1355,0.0802,0.0345
9iKgt2vJNaI,4,1,0.25,108.9,146.0,77.5,0.2115,0.0554,0.1202,0.0948
XAw2ByLKOFA,2,0,0.0,162.0,199.4,81.6,0.1713,0.0904,0.096,0.0198
hko_aD_eSeo,3,0,0.0,140.6,185.9,83.7,0.1261,0.2124,0.0596,0.0679
QWR235VMO0w,7,0,0.0,122.3,127.8,88.8,0.0201,0.073,0.0457,0.1265
dCB4_Pv54aI,3,1,0.333,137.8,184.3,82.4,0.1572,0.0628,0.1153,0.0751
eCtUOyZ7TwY,3,1,0.333,147.5,198.5,75.7,0.1593,0.0198,0.0716,0.1338
hR2S9vGksM0,0,0,0,64.8,188.0,65.9,0.1725,0.0186,0.0418,0
YOw-rtKgvq0,7,0,0.0,98.2,181.5,81.0,0.0854,0.0271,0.0646,0.1039
EcjnVEPraPA,1,0,0.0,105.1,171.5,71.3,0.0342,0.0021,0.0414,0.0167
FSuh0_Y0Yz8,0,0,0,124.6,81.0,66.5,0.2283,0.0821,0.0591,0
T0Qb0iTyZW0,1,0,0.0,100.0,187.8,74.2,0.1115,0.0656,0.0639,0.0913
IZa7Unmzk1c,3,0,0.0,90.2,188.4,73.9,0.0175,0.1066,0.0637,0.0176
DnITi9PGnv4,2,1,0.5,86.2,139.8,77.9,0.0593,0.0177,0.059,0.0632
p2YcDtSP1Bs,3,0,0.0,85.7,169.9,67.1,0.0261,0.0901,0.1116,0.0595
KW9z1fdxr-k,1,0,0.0,88.2,210.1,66.0,0.0389,0.0069,0.0563,0.043
1a-M2sDTgdU,4,0,0.0,56.0,171.1,82.3,0.0414,0.0202,0.0513,0.0657
ouW5-BOwXt4,4,0,0.0,91.2,157.6,63.5,0.0308,0.0033,0.0546,0.0183
ftyeY_XTSqM,2,0,0.0,89.0,172.1,83.2,0.0281,0.1055,0.052,0.0626
QWa7oXBlRDg,2,1,0.5,126.2,132.0,70.8,0.4423,0.0211,0.0233,0.1444
FoVAdyi23fw,4,0,0.0,143.0,175.9,94.7,0.0239,0.1136,0.0579,0.1202
hrgKYLnlg4Y,1,0,0.0,140.2,53.6,37.8,0.7326,0.001,0.0289,0.0024
OjWuJDVZGiQ,2,0,0.0,90.0,98.5,71.5,0.1036,0.0789,0.1738,0.0984
sUbaFa2cowQ,2,0,0.0,87.1,175.5,90.2,0.0891,0.0239,0.1098,0.0559
ZKbtVc6bz8Q,2,0,0.0,119.7,112.2,80.3,0.0574,0.0638,0.1807,0.0654
kpox7zp5ndE,0,0,0,14.4,139.7,63.8,0.0053,0.0004,0.0221,0
8HRhUHN51gg,4,0,0.0,51.8,194.4,92.7,0.0483,0.005,0.0657,0.1087
pgi4rHlMZwg,4,0,0.0,70.5,175.2,62.3,0.108,0.1443,0.0962,0.1303
vI1dPUBiNY8,3,2,0.667,128.6,104.9,77.3,0.1095,0.015,0.0693,0.2184
v0mJaV0QjXU,2,1,0.5,76.9,133.6,58.8,0.0584,0.0345,0.0165,0.0855
LiH3cuXdpjo,2,0,0.0,76.9,231.8,53.2,0.1349,0.0,0.0424,0.0218
vAu0wKEtxLM,3,0,0.0,79.4,188.4,82.3,0.0193,0.0153,0.0517,0.041
mmpoR77_XxM,2,2,1.0,91.2,137.4,69.9,0.0816,0.0033,0.0385,0.0794
RI4uiG-xnUA,3,0,0.0,59.4,149.7,85.4,0.0513,0.0095,0.0459,0.2163
gDbvHZdXQuU,2,0,0.0,76.5,172.2,56.2,0.0173,0.0033,0.0254,0.1342
y6oaPRrzFEE,4,0,0.0,117.4,181.7,92.5,0.1064,0.0286,0.0658,0.0621
WOOD39QweV4,2,0,0.0,78.4,111.1,73.8,0.0567,0.0201,0.1373,0.008
X3W4le45_Tc,3,0,0.0,74.8,148.5,87.6,0.1583,0.0065,0.0543,0.0494
N3h0IlfwYBU,2,1,0.5,65.3,202.9,73.3,0.0613,0.0081,0.0693,0.1222
X8BFaH65svU,2,0,0.0,92.6,178.1,87.1,0.0194,0.0372,0.0575,0.0357
QnQLXH08x_U,1,0,0.0,106.4,116.8,65.7,0.1332,0.0738,0.012,0.0739
Yro5nyqIcZ0,4,0,0.0,46.8,121.4,93.5,0.0439,0.0139,0.0562,0.0436
X_3HdKEqCiQ,2,1,0.5,96.5,150.7,89.4,0.015,0.0028,0.0444,0.0946
cNHryG0VYYQ,2,0,0.0,30.5,106.3,76.8,0.0599,0.0091,0.0515,0.0481
CHwErh9FBFE,2,0,0.0,100.5,169.1,86.5,0.0529,0.0281,0.0687,0.079
1mDDq6aDEiU,3,0,0.0,97.7,142.9,73.3,0.099,0.0698,0.0577,0.0518
m0jA77o_YAk,2,0,0.0,72.8,146.1,75.4,0.0805,0.1011,0.0603,0.0621
f4tYElI1yoI,3,0,0.0,86.9,187.8,70.4,0.0664,0.0141,0.0625,0.0335
sRSRikafAkA,0,0,0,76.0,183.7,72.7,0.1026,0.0574,0.0463,0
J3E8wKEzXWA,1,1,1.0,37.8,101.6,78.0,0.0971,0.0298,0.0316,0.0465
uED3DBIzMTQ,3,0,0.0,68.6,184.8,85.6,0.132,0.0243,0.0569,0.0603
76kwX4b_eQE,4,0,0.0,120.5,176.0,78.4,0.0524,0.1106,0.0693,0.0312
8SDvU34P0bc,3,0,0.0,126.0,185.2,92.1,0.068,0.1778,0.0592,0.0632
VzG-MaifBhE,1,0,0.0,84.8,98.3,81.3,0.0317,0.0016,0.01,0.0222
VVicS7Iqv9M,3,1,0.333,70.5,161.8,84.4,0.0829,0.0052,0.0655,0.1244
uv9ApWN39f4,4,0,0.0,67.4,62.9,56.0,0.0041,0.0004,0.0316,0.0745
CUujCUQbwM0,2,0,0.0,72.8,187.0,80.8,0.0682,0.0567,0.0575,0.0975
ED3xFj-jDI8,5,0,0.0,114.8,161.1,80.8,0.0264,0.3092,0.1006,0.0837
F-r--lh1PU4,0,0,0,7.8,217.1,52.4,0.0022,0.0004,0.0076,0
voL2b_ywx4M,4,0,0.0,67.4,62.9,55.9,0.0041,0.0004,0.0314,0.0745
4_XGwcuO9NA,4,0,0.0,49.7,148.8,92.2,0.0436,0.0173,0.0818,0.0913
CH8R150spYE,2,0,0.0,81.1,104.6,73.5,0.1952,0.0027,0.0342,0.0949
5LLgaCEOjiY,1,0,0.0,56.2,167.7,87.1,0.0616,0.0014,0.0591,0.0167
IIfzNwLsb9Y,3,0,0.0,64.3,188.0,61.2,0.1075,0.0198,0.0631,0.0628
kMxb-faiKQs,1,0,0.0,54.2,175.5,65.7,0.2084,0.0075,0.0403,0.0064
DClG55jWdK0,2,0,0.0,90.3,133.3,67.1,0.0009,0.0004,0.0526,0.0404
fLbeR45ZBSw,1,0,0.0,51.2,152.1,60.2,0.0053,0.0005,0.0422,0.0222
dIkTJngiDck,2,0,0.0,67.3,164.1,73.5,0.2418,0.002,0.025,0.0295
Y3ouORa4B-4,0,0,0,44.6,147.2,90.4,0.0176,0.0007,0.0481,0
C5g0RZNg54E,0,0,0,37.3,146.3,67.3,0.0309,0.008,0.0517,0
5WqtxV1svb4,0,0,0,58.4,134.5,85.2,0.1841,0.0012,0.0415,0
aTZLsVYYRSE,2,1,0.5,78.9,145.3,77.5,0.0808,0.0594,0.0627,0.1148
6qyiRiAA6NY,6,0,0.0,47.5,179.0,73.1,0.0597,0.0028,0.0759,0.0726
lb1PghkUoko,2,0,0.0,122.6,163.9,71.4,0.357,0.0519,0.0638,0.0498
uQux9d5Vnec,3,0,0.0,62.7,186.1,67.9,0.113,0.0368,0.1071,0.0339
